fr,fe
127753,133246
127754,127740
127754,119521
127754,119200
127754,125971
127754,116112
127754,139897
127754,120616
127755,122369
127755,138209
127755,123647
127755,133131
127755,129948
127755,123756
127755,125645
127755,136463
127755,121292
127755,140155
127756,136307
127756,138286
127756,125587
127756,118969
127756,121823
127756,136849
127756,135085
127757,128337
127757,141360
127757,140487
127757,130188
127757,139640
127757,128440
127758,137274
127758,134642
127758,138624
127758,129578
127758,128729
127759,138248
127759,122666
127759,127872
127759,126061
127759,141998
127759,120633
127759,133363
127759,134601
127759,130169
127760,15
127760,140845
127760,140550
127760,136285
127760,128697
127760,116173
127760,132946
127760,131529
127761,136918
127761,125133
127761,133945
127761,121724
127762,137526
127762,131882
127762,137247
127762,141009
127762,119722
127762,123547
127762,139644
127762,122049
127763,133703
127763,130062
127763,119685
127763,124066
127763,126243
127763,121686
127763,135725
127763,138132
127764,128447
127764,132825
127764,125818
127764,140256
127764,126132
127764,136016
127764,129270
127764,130772
127764,138465
127765,135498
127765,131546
127765,127931
127765,136408
127765,133563
127765,116854
127765,124613
127765,132105
127766,122743
127766,122380
127766,138709
127766,124358
127766,137384
127766,119398
127766,139613
127766,138243
127766,127751
127766,118077
127767,116407
127767,129963
127767,130118
127767,129662
127767,127730
127767,136520
127767,126958
127768,138036
127768,116058
127768,139588
127768,120241
127769,128480
127769,121260
127769,136492
127769,140320
127769,127926
127769,122202
127769,117007
127769,123467
127769,124564
127770,116307
127770,119651
127770,125123
127770,118058
127771,140782
127771,140964
127771,117570
127771,140805
127771,134838
127771,116818
127771,118360
127771,130219
127771,128855
127771,129107
127772,125538
127772,139942
127772,118674
127772,132886
127772,134321
127772,123890
127772,130605
127772,130264
127772,119556
127772,123593
127773,130622
127773,116343
127773,124124
127773,140420
127773,134550
127774,122393
127774,127868
127774,118440
127774,131991
127774,118763
127774,117478
127774,126385
127774,118429
127774,126301
127774,127749
127775,123631
127775,132834
127775,118825
127775,130223
127775,129535
127775,127976
127775,139424
127776,130608
127776,120589
127776,132067
127776,98
127776,134294
127776,125538
127777,132089
127777,122849
127777,123675
127777,131022
127777,117697
127777,125107
127777,139038
127777,124758
127777,131449
127777,123839
127778,133321
127778,132154
127778,140879
127778,124864
127778,134454
127778,129459
127778,136354
127779,140712
127779,121504
127779,116169
127779,128050
127779,119947
127779,136490
127780,129287
127780,132504
127780,137300
127780,132183
127781,118921
127781,126600
127781,115757
127781,127611
127781,134619
127781,123340
127781,129877
127781,136557
127781,135225
127782,131939
127782,128093
127782,134613
127782,127593
127782,127729
127782,137710
127782,126341
127783,140369
127783,130375
127783,133638
127783,141934
127783,122862
127783,129962
127783,123541
127783,141009
127784,123027
127784,139151
127784,139253
127784,131302
127784,116556
127784,128380
127784,128426
127784,140595
127784,122259
127785,130628
127785,121455
127785,119153
127785,139354
127785,140364
127785,140006
127785,140436
127785,141800
127785,133472
127785,122811
127786,116701
127786,122780
127786,125554
127786,122442
127786,119424
127787,134799
127787,137806
127787,130826
127787,124844
127787,128286
127788,138268
127788,136606
127788,121367
127788,134308
127789,117427
127789,138558
127789,135091
127789,129524
127789,119115
127789,130787
127789,135503
127789,125308
127789,118647
127789,128067
127790,124071
127790,130017
127790,137454
127790,128299
127790,127650
127790,124066
127790,120433
127790,134621
127790,139507
127791,131436
127791,134982
127791,133016
127791,133240
127791,118397
127792,131970
127792,126494
127792,118823
127792,141919
127792,135076
127792,116849
127792,141912
127792,119463
127793,115819
127793,120160
127793,137136
127793,120310
127793,118418
127794,139009
127794,122086
127794,119560
127794,135683
127795,123378
127795,120400
127795,124688
127795,134141
127795,120474
127796,130809
127796,133668
127796,136482
127796,128138
127796,135168
127796,125478
127796,116160
127797,120269
127797,137761
127797,126871
127797,118715
127797,122356
127798,130359
127798,117265
127798,135418
127798,125399
127798,123736
127798,130163
127799,117665
127799,136208
127799,130833
127799,120662
127799,132772
127799,132376
127799,132223
127799,122734
127800,117956
127800,126414
127800,117209
127800,120760
127800,116150
127800,135795
127800,127304
127800,121985
127801,126678
127801,135225
127801,118359
127801,127001
127801,140952
127801,118972
127801,140253
127801,118288
127801,140273
127802,131839
127802,128702
127802,123232
127802,129247
127802,131654
127802,138100
127802,127781
127802,123926
127802,137352
127803,117603
127803,135126
127803,118436
127803,128498
127804,123269
127804,120531
127804,121841
127804,123939
127804,135073
127804,120515
127804,119837
127804,120933
127804,117979
127804,134348
127805,135540
127805,119926
127805,124620
127805,137219
127805,116716
127805,133902
127805,134519
127806,141987
127806,121453
127806,127272
127806,116616
127806,123548
127806,130700
127806,130216
127806,117298
127806,130441
127807,138058
127807,119799
127807,139115
127807,122738
127807,120621
127807,127552
127807,132499
127808,131959
127808,139694
127808,116577
127808,134925
127808,126039
127808,125744
127808,141715
127808,131508
127809,117510
127809,120725
127809,135207
127809,128921
127810,117441
127810,128961
127810,136607
127810,140800
127810,125770
127810,142105
127810,124722
127811,140325
127811,119171
127811,120143
127811,117682
127811,136596
127811,132376
127811,122193
127811,133664
127812,124294
127812,139664
127812,123653
127812,125096
127812,137029
127812,128447
127812,128945
127812,120847
127813,134675
127813,117776
127813,122979
127813,122386
127813,139706
127813,136810
127813,135147
127813,131163
127814,140149
127814,131770
127814,119407
127814,140853
127814,128408
127814,122685
127814,118281
127814,138001
127814,130231
127814,123474
127815,137662
127815,132405
127815,118042
127815,124177
127815,131459
127815,141583
127815,139961
127816,141994
127816,122412
127816,129404
127816,137113
127816,130248
127817,125249
127817,140559
127817,119883
127817,141692
127817,123714
127818,127934
127818,129426
127818,118887
127818,119224
127818,126376
127818,115789
127819,132877
127819,115888
127819,119855
127819,122321
127820,134566
127820,123785
127820,130970
127820,138025
127820,119467
127820,132847
127821,134841
127821,132230
127821,138858
127821,135997
127821,129512
127821,123177
127821,120762
127821,119857
127822,134297
127822,130485
127822,141039
127822,135417
127822,118618
127822,134781
127822,118757
127822,133458
127822,128490
127822,141198
127823,133878
127823,116096
127823,116624
127823,127980
127823,129826
127823,140118
127824,120907
127824,117688
127824,119047
127824,120993
127824,141473
127825,116124
127825,118496
127825,130715
127825,124728
127825,127844
127825,117749
127826,118412
127826,121435
127826,126019
127826,132717
127826,127775
127826,130249
127826,137541
127826,139065
127827,120427
127827,124165
127827,130905
127827,134552
127827,123220
127828,119999
127828,116469
127828,118406
127828,119678
127828,128571
127828,118024
127828,128595
127828,130985
127828,131325
127829,119274
127829,127133
127829,118423
127829,120736
127829,122155
127829,129472
127829,117187
127829,127822
127831,122454
127831,121752
127831,126387
127831,117365
127832,120829
127832,132200
127832,140583
127832,127990
127832,141570
127832,124174
127833,137236
127833,130848
127833,138943
127833,126146
127833,126729
127834,116245
127834,121326
127834,119513
127834,117236
127834,138093
127834,130110
127834,122743
127834,137453
127834,133599
127834,126835
127835,134144
127835,119032
127835,121983
127835,123086
127835,141856
127835,135498
127835,118785
127835,116044
127835,135771
127836,133088
127836,136171
127836,122856
127836,130214
127836,128032
127836,131391
127837,137175
127837,137235
127837,116959
127837,129633
127837,123976
127837,125918
127837,141991
127837,124349
127838,117837
127838,130263
127838,131923
127838,141778
127838,141709
127839,128925
127839,116290
127839,119135
127839,129197
127839,141586
127839,130583
127839,134301
127839,129159
127840,131377
127840,124072
127840,123608
127840,127254
127840,137079
127840,120857
127840,140590
127841,135258
127841,124926
127841,33
127841,123838
127841,116434
127841,129501
127841,130115
127841,134339
127842,128110
127842,137130
127842,125496
127842,118071
127842,126769
127843,135188
127843,133992
127843,117649
127843,131709
127843,117511
127844,131517
127844,135002
127844,131126
127844,124992
127844,125955
127844,138652
127844,127700
127845,120074
127845,136672
127845,126910
127845,120323
127845,128811
127845,135024
127845,135144
127845,135173
127846,118178
127846,140214
127846,126893
127846,141490
127846,139108
127847,118695
127847,139470
127847,127576
127847,127670
127847,116510
127847,132863
127847,134486
127848,121338
127848,135764
127848,135155
127848,130407
127848,117464
127848,120256
127849,136025
127849,117703
127849,121585
127849,133471
127850,141438
127850,127046
127850,120278
127850,134845
127850,140893
127850,126629
127850,120965
127850,139190
127851,117872
127851,118932
127851,132606
127851,128116
127853,139651
127853,133712
127853,116763
127853,118348
127853,122113
127853,123656
127853,122007
127853,126337
127854,121043
127854,135932
127854,141832
127854,125712
127854,119067
127855,135991
127855,137793
127855,130464
127855,131035
127855,132397
127855,127184
127855,132157
127855,138766
127856,116426
127856,141937
127856,118114
127856,135965
127856,136116
127856,120842
127856,141725
127856,139359
127857,118344
127857,117155
127857,128171
127857,135280
127858,126103
127858,134251
127858,135891
127858,117560
127858,124835
127858,132356
127858,133951
127858,132840
127858,121001
127858,131230
127859,136982
127859,124716
127859,127355
127859,115903
127859,140504
127859,134888
127859,124957
127859,130775
127860,117057
127860,140994
127860,137743
127860,135915
127860,137681
127861,128554
127861,134530
127861,116515
127861,125585
127862,129995
127862,130718
127862,129580
127862,131666
127862,136843
127862,137193
127862,123334
127863,129027
127863,125922
127863,137126
127863,124179
127863,134832
127864,136946
127864,141143
127864,137541
127864,123216
127864,136863
127864,133695
127864,119495
127864,115717
127865,118493
127865,141550
127865,118136
127865,126479
127865,129270
127865,124570
127865,122241
127865,129470
127865,137074
127865,131419
127866,118160
127866,117985
127866,116579
127866,126188
127866,129572
127866,120163
127867,131330
127867,134337
127867,133031
127867,127342
127867,137394
127868,125343
127868,136183
127868,127564
127868,116995
127868,124643
127868,121411
127868,136714
127868,132562
127868,123183
127869,128194
127869,137572
127869,134960
127869,127822
127869,133090
127869,133945
127870,124300
127870,140865
127870,136489
127870,139538
127870,117983
127870,119924
127870,138852
127870,123180
127871,129146
127871,126332
127871,138482
127871,116868
127871,135793
127871,134789
127871,120144
127871,130408
127871,121717
127871,140685
127872,120920
127872,132721
127872,116151
127872,138762
127872,141019
127872,124087
127873,126231
127873,141228
127873,128562
127873,117563
127874,120806
127874,124495
127874,136378
127874,116239
127874,130368
127874,138899
127874,119884
127875,124768
127875,120289
127875,133099
127875,120740
127876,117926
127876,137263
127876,125668
127876,126253
127876,127157
127876,126792
127876,36
127877,121586
127877,128962
127877,121300
127877,134985
127877,119360
127877,116680
127878,122654
127878,135541
127878,127521
127878,137179
127879,127294
127879,137831
127879,132537
127879,128568
127879,120668
127879,134482
127879,137247
127880,117645
127880,127046
127880,131978
127880,138833
127880,132214
127880,137486
127880,128124
127880,123021
127881,133637
127881,141050
127881,136569
127881,123751
127881,121032
127881,137142
127881,96
127881,124048
127882,133419
127882,119779
127882,129757
127882,122359
127882,121010
127882,117491
127882,121882
127882,126495
127882,129392
127883,117363
127883,116836
127883,133361
127883,140178
127884,140683
127884,131702
127884,116515
127884,131894
127885,123596
127885,131167
127885,117960
127885,119628
127885,130462
127885,124354
127886,125784
127886,134018
127886,139541
127886,132518
127887,126388
127887,123165
127887,129744
127887,123877
127887,121576
127887,124694
127887,117931
127888,117547
127888,117529
127888,139769
127888,130778
127890,130431
127890,129711
127890,123816
127890,123005
127890,134133
127890,129163
127890,116681
127890,137344
127891,120585
127891,129049
127891,132925
127891,131971
127891,125925
127891,121534
127891,119140
127891,131094
127891,138739
127892,129860
127892,140467
127892,138500
127892,133334
127892,118859
127892,119419
127892,132284
127892,125512
127892,129300
127892,140849
127893,141092
127893,137485
127893,125291
127893,131432
127893,119324
127893,118017
127893,134173
127893,134144
127893,125312
127895,137697
127895,141394
127895,120758
127895,131551
127895,130952
127895,117866
127895,118659
127896,135860
127896,133734
127896,137430
127896,138941
127896,117253
127896,139780
127896,123055
127896,121130
127896,138485
127896,116412
127897,118582
127897,117592
127897,134485
127897,134809
127897,116581
127897,136009
127897,141535
127898,135896
127898,131508
127898,137447
127898,119952
127898,124825
127898,120883
127899,140276
127899,132416
127899,126332
127899,117486
127899,120300
127900,128237
127900,129778
127900,141424
127900,123045
127900,129340
127900,139150
127901,138308
127901,133568
127901,120151
127901,124224
127901,119444
127901,119573
127901,128119
127902,117318
127902,119142
127902,133611
127902,140367
127902,141576
127902,124502
127902,140178
127902,118462
127902,127551
127903,123528
127903,135304
127903,139888
127903,134305
127904,115982
127904,126444
127904,131452
127904,117517
127904,141865
127904,138102
127905,118074
127905,128045
127905,132564
127905,118463
127905,120786
127906,125477
127906,134534
127906,123623
127906,126978
127906,120738
127906,126212
127906,131783
127906,119457
127906,138931
127907,123988
127907,129781
127907,123280
127907,119586
127907,117032
127907,15913
127907,126687
127907,123307
127908,117056
127908,135837
127908,124147
127908,83
127908,127302
127908,123885
127908,137013
127909,126142
127909,124849
127909,117296
127909,124956
127909,122256
127910,117838
127910,142051
127910,120792
127910,128408
127910,117434
127910,135046
127910,117601
127910,139160
127910,123305
127910,135464
127911,141313
127911,141511
127911,119555
127911,121891
127911,124678
127911,118918
127911,140243
127911,124495
127912,133402
127912,121820
127912,128615
127912,118934
127912,139993
127912,126662
127913,127054
127913,134687
127913,136060
127913,141998
127913,123994
127913,127293
127913,124933
127913,124134
127914,116728
127914,119724
127914,124760
127914,130033
127914,134801
127914,129710
127914,116999
127914,133010
127915,122531
127915,118281
127915,118138
127915,128976
127916,138733
127916,124115
127916,133620
127916,137734
127916,122433
127916,129139
127916,125699
127916,139808
127916,130874
127918,115888
127918,127564
127918,122645
127918,116198
127918,122566
127919,136470
127919,139818
127919,133784
127919,126643
127919,141421
127919,129761
127919,139497
127919,134455
127919,127642
127919,132309
127920,138951
127920,120256
127920,117028
127920,124641
127921,125158
127921,137848
127921,131756
127921,134220
127922,132865
127922,117596
127922,139038
127922,124198
127922,115815
127922,140835
127922,134758
127923,121743
127923,139689
127923,123927
127923,127869
127924,140964
127924,132367
127924,139607
127924,141762
127924,125439
127924,138255
127924,121518
127925,119150
127925,127157
127925,119614
127925,138460
127925,125013
127925,131755
127925,128934
127925,141153
127926,131651
127926,135898
127926,127143
127926,131831
127926,131814
127926,120973
127926,129846
127926,117510
127926,129916
127927,128196
127927,115919
127927,128907
127927,116485
127927,130798
127927,130817
127928,129095
127928,119779
127928,141179
127928,135711
127928,135382
127929,135163
127929,140038
127929,128070
127929,128864
127929,127257
127930,134586
127930,117259
127930,130308
127930,131259
127931,116356
127931,127423
127931,120136
127931,140932
127932,141500
127932,132728
127932,137287
127932,120090
127932,117991
127932,137339
127933,123877
127933,123143
127933,124576
127933,118430
127933,141859
127933,134243
127933,132275
127933,140852
127933,123264
127934,125378
127934,130720
127934,121161
127934,118003
127934,133378
127934,126252
127934,140797
127935,128162
127935,135819
127935,125689
127935,117326
127935,117377
127935,136027
127935,115783
127935,140048
127935,131107
127936,135868
127936,141841
127936,118281
127936,119374
127936,119484
127936,135213
127936,139235
127936,136270
127936,121624
127936,127533
127937,136199
127937,131040
127937,134734
127937,130387
127937,122876
127937,122992
127937,119687
127937,139424
127937,123114
127937,117876
127938,141503
127938,119357
127938,136784
127938,131954
127938,128392
127938,136511
127939,118025
127939,117205
127939,119895
127939,140806
127939,133737
127939,120767
127939,140504
127940,129022
127940,129648
127940,116054
127940,128293
127940,120260
127940,137997
127940,137047
127941,133237
127941,118865
127941,139018
127941,116482
127941,126848
127941,122547
127941,116707
127941,126041
127941,124768
127942,124198
127942,135076
127942,127418
127942,126602
127942,122325
127942,117012
127942,135206
127943,136137
127943,128222
127943,131522
127943,122190
127943,140488
127943,139728
127943,139575
127943,125424
127944,139253
127944,135875
127944,130536
127944,134629
127944,141788
127944,129481
127944,116397
127944,139734
127945,132454
127945,119562
127945,137635
127945,75
127945,134557
127945,123703
127945,141245
127945,128211
127946,122994
127946,137364
127946,126637
127946,122662
127947,131491
127947,139989
127947,121009
127947,122258
127947,135333
127947,121109
127947,132398
127947,131685
127947,141216
127948,124928
127948,131481
127948,130250
127948,124142
127948,136142
127948,127364
127948,126890
127948,141309
127948,135178
127949,126384
127949,131940
127949,118733
127949,132620
127949,117004
127949,126442
127949,131952
127950,129282
127950,131165
127950,134908
127950,131039
127950,131998
127950,130360
127951,137421
127951,128391
127951,117603
127951,133657
127952,141925
127952,133892
127952,122171
127952,138754
127952,123136
127952,138368
127953,121214
127953,141962
127953,123858
127953,134590
127954,141514
127954,118507
127954,135070
127954,37
127954,123993
127955,124221
127955,122602
127955,125269
127955,128785
127955,118375
127955,125851
127955,134262
127955,137042
127955,133139
127956,120439
127956,120583
127956,129550
127956,123704
127956,128318
127956,120926
127956,125731
127956,117878
127956,119932
127957,137762
127957,129539
127957,130554
127957,128567
127957,136967
127957,134497
127958,119168
127958,134461
127958,129376
127958,127145
127958,126658
127958,137900
127958,135257
127958,122500
127958,118085
127959,134962
127959,133091
127959,120111
127959,122179
127959,136538
127959,129798
127959,124026
127959,128309
127961,130162
127961,127861
127961,120275
127961,43
127962,121194
127962,130375
127962,141350
127962,133430
127962,130533
127963,131972
127963,139255
127963,140811
127963,136989
127963,140409
127963,139303
127963,136936
127964,137085
127964,135673
127964,131717
127964,120486
127964,140893
127964,133169
127964,116075
127965,124966
127965,127844
127965,121961
127965,120379
127965,123401
127965,138455
127965,132678
127965,120028
127965,141693
127966,120546
127966,139121
127966,121824
127966,121048
127966,139599
127966,131138
127966,129565
127966,134223
127967,141541
127967,140629
127967,136775
127967,128126
127967,127556
127967,118017
127967,115964
127967,128000
127967,118102
127968,129534
127968,123853
127968,138294
127968,118291
127968,135586
127968,126071
127969,139268
127969,137041
127969,116977
127969,119138
127970,131814
127970,127171
127970,131149
127970,135073
127971,136505
127971,129111
127971,122011
127971,124390
127973,123865
127973,125359
127973,139557
127973,131838
127974,138664
127974,119757
127974,138569
127974,135876
127974,121821
127975,135901
127975,132952
127975,117130
127975,117571
127976,138955
127976,133476
127976,127708
127976,122838
127977,141206
127977,131293
127977,136336
127977,120664
127977,117447
127977,137134
127977,117633
127977,138081
127977,140311
127978,127398
127978,122629
127978,117807
127978,125544
127978,126148
127978,121512
127978,116430
127978,116778
127978,117655
127978,131159
127979,125939
127979,139887
127979,133952
127979,132467
127979,131528
127979,127507
127979,135738
127980,123521
127980,139235
127980,118654
127980,130734
127980,126865
127980,123480
127981,137619
127981,130192
127981,132300
127981,125068
127981,125499
127981,140761
127981,139430
127981,142032
127982,118233
127982,123173
127982,126922
127982,141184
127982,126285
127982,116100
127982,126722
127982,131130
127983,129237
127983,141594
127983,129006
127983,141977
127983,123074
127983,126949
127983,131568
127983,123234
127984,127909
127984,141251
127984,132613
127984,130777
127984,134020
127984,131069
127985,138536
127985,128230
127985,141556
127985,126597
127986,141227
127986,137938
127986,136449
127986,133605
127987,139818
127987,135716
127987,116980
127987,132548
127987,122349
127987,131198
127987,127414
127987,136534
127987,138980
127987,120690
127988,124727
127988,120213
127988,140945
127988,128649
127988,139383
127989,141288
127989,136259
127989,122175
127989,132059
127989,132686
127989,130192
127989,121073
127989,134598
127989,134544
127989,126950
127990,135475
127990,119785
127990,127409
127990,122247
127990,122299
127991,124468
127991,140791
127991,134004
127991,127474
127991,122112
127991,135381
127991,128967
127992,141643
127992,130190
127992,137593
127992,116741
127992,134425
127992,126446
127993,129215
127993,137994
127993,134507
127993,139544
127993,130754
127993,131808
127993,123754
127993,116414
127993,141363
127993,137586
127994,118037
127994,135244
127994,128120
127994,138034
127994,121394
127994,138989
127994,121348
127994,119517
127995,140601
127995,135304
127995,137166
127995,117321
127995,138783
127995,115893
127995,116647
127995,135543
127996,118688
127996,137406
127996,138309
127996,123012
127996,127847
127997,135817
127997,138004
127997,121463
127997,139530
127997,120052
127997,124522
127997,137501
127998,133923
127998,135518
127998,117078
127998,138080
127998,141615
127998,116545
127998,139773
127998,125594
127998,137730
127998,133682
127999,124577
127999,134984
127999,139459
127999,140528
127999,133828
128000,133369
128000,130491
128000,129061
128000,124523
128000,117146
128000,122924
128001,138725
128001,129084
128001,120994
128001,141573
128002,120953
128002,139245
128002,142109
128002,138786
128002,127961
128003,120890
128003,129929
128003,119995
128003,125417
128004,132755
128004,117854
128004,130074
128004,134943
128004,119999
128004,120311
128004,132242
128005,128371
128005,122071
128005,139109
128005,129715
128005,117943
128005,135292
128005,135005
128005,130903
128006,125604
128006,130498
128006,131948
128006,116146
128006,121637
128006,129815
128006,139417
128007,122548
128007,122061
128007,136355
128007,122551
128007,118069
128007,133489
128008,141894
128008,118987
128008,137248
128008,119484
128009,140701
128009,122356
128009,125193
128009,120653
128009,119432
128009,131107
128009,137190
128010,121351
128010,125569
128010,124261
128010,131906
128010,127802
128011,139189
128011,117096
128011,123382
128011,131536
128011,128851
128011,118587
128011,137590
128012,116533
128012,120263
128012,125623
128012,126798
128012,130949
128012,135648
128012,134264
128012,124073
128012,128080
128013,124925
128013,136986
128013,138243
128013,138102
128013,116238
128013,128922
128013,133636
128013,117040
128013,134782
128013,133482
128014,135719
128014,125736
128014,124416
128014,121786
128014,133117
128014,132389
128015,120170
128015,126561
128015,126546
128015,141734
128017,141259
128017,122962
128017,122832
128017,133870
128017,118817
128017,137151
128017,133442
128017,131783
128018,125383
128018,136965
128018,116889
128018,119765
128018,126594
128018,117742
128018,115749
128018,124937
128018,139946
128018,121373
128019,127909
128019,125701
128019,118738
128019,135999
128019,119090
128021,137976
128021,133542
128021,126930
128021,117794
128021,141998
128021,128423
128021,136406
128022,121298
128022,129259
128022,128565
128022,135978
128023,138473
128023,135650
128023,136668
128023,124351
128024,121887
128024,116401
128024,120561
128024,126722
128024,132417
128024,133197
128024,132363
128024,140008
128024,140565
128025,116011
128025,136037
128025,141463
128025,132443
128025,133706
128025,122762
128025,132972
128025,140555
128025,132216
128025,124775
128026,128757
128026,123526
128026,125966
128026,126095
128027,118350
128027,133359
128027,141487
128027,121690
128027,135247
128027,136874
128027,136595
128027,134431
128027,117011
128027,139102
128028,128699
128028,130417
128028,139319
128028,117542
128029,141437
128029,133952
128029,126218
128029,128369
128030,140568
128030,121606
128030,129527
128030,120382
128030,122642
128031,139159
128031,136292
128031,133788
128031,131985
128032,132831
128032,140307
128032,135744
128032,119957
128032,117108
128032,139768
128032,118650
128033,135428
128033,118710
128033,119645
128033,118472
128033,139899
128034,128704
128034,141146
128034,120381
128034,125614
128034,139662
128035,131764
128035,140747
128035,129175
128035,134703
128036,120117
128036,119336
128036,132957
128036,141965
128036,118330
128036,123645
128037,139500
128037,136367
128037,128505
128037,137907
128037,123974
128037,123710
128037,139087
128037,129797
128038,133543
128038,138159
128038,139565
128038,132250
128038,119382
128038,116953
128038,121246
128038,133554
128038,121567
128039,140535
128039,118494
128039,133035
128039,118983
128039,127336
128039,126747
128039,115881
128039,128248
128040,120128
128040,127656
128040,123892
128040,131460
128040,135776
128040,122958
128040,119988
128040,129625
128040,116626
128040,134739
128041,134636
128041,130779
128041,124182
128041,141494
128041,126872
128041,122566
128042,137471
128042,115866
128042,130351
128042,140863
128043,135309
128043,135902
128043,135585
128043,116091
128043,141027
128044,139833
128044,132340
128044,139450
128044,120501
128044,128299
128044,119053
128044,117226
128044,141485
128044,130921
128045,116226
128045,125472
128045,133410
128045,139454
128045,121736
128045,136089
128046,141490
128046,118418
128046,128037
128046,130156
128046,133578
128046,126872
128046,118243
128048,128161
128048,121821
128048,119386
128048,116897
128048,125968
128048,124676
128048,134871
128049,118773
128049,132479
128049,116304
128049,136487
128049,121977
128049,123833
128049,116852
128049,134945
128050,132703
128050,119334
128050,118079
128050,140466
128050,134595
128050,134358
128050,139567
128051,119001
128051,117987
128051,126676
128051,137352
128051,141396
128051,124584
128051,136234
128052,117752
128052,134891
128052,121511
128052,135622
128052,125790
128052,134660
128052,134531
128053,140267
128053,121247
128053,139825
128053,121765
128053,131110
128053,128540
128053,137218
128053,123760
128053,135201
128053,124207
128054,126540
128054,121765
128054,127608
128054,141799
128054,126919
128054,133435
128054,131638
128054,121534
128055,118413
128055,138238
128055,117162
128055,123824
128055,116024
128055,128283
128056,131759
128056,141868
128056,122862
128056,117112
128057,134085
128057,117212
128057,138117
128057,136823
128057,140886
128057,136597
128057,134097
128057,136835
128057,130886
128057,137612
128058,141367
128058,120213
128058,129183
128058,136740
128058,130146
128058,133451
128058,137775
128059,126468
128059,142039
128059,115766
128059,115889
128059,123278
128059,141103
128059,130700
128059,130356
128060,141354
128060,139286
128060,133659
128060,121949
128060,135352
128061,139583
128061,132622
128061,122289
128061,140657
128061,138369
128061,117556
128061,118522
128061,132886
128061,125939
128061,127409
128062,125004
128062,134057
128062,131117
128062,137053
128062,134642
128062,124278
128062,118080
128062,127861
128062,132932
128062,115995
128063,124768
128063,128950
128063,132656
128063,138254
128063,129447
128063,119788
128063,123061
128063,120511
128064,134006
128064,120133
128064,122170
128064,138516
128064,122065
128064,138294
128064,141871
128064,139214
128064,132004
128064,140830
128066,138935
128066,129485
128066,137210
128066,139844
128066,135495
128066,129014
128066,132700
128066,117086
128067,125321
128067,140203
128067,121007
128067,133529
128068,141255
128068,117515
128068,129214
128068,132938
128068,119158
128068,118914
128068,129372
128068,122434
128068,124277
128069,119547
128069,124183
128069,122374
128069,141422
128069,138374
128069,116740
128069,120438
128070,131892
128070,136348
128070,115850
128070,136003
128070,119016
128070,121589
128070,121099
128070,116550
128071,121467
128071,134419
128071,117369
128071,139715
128071,140888
128071,123966
128072,135974
128072,125586
128072,125473
128072,132181
128072,129604
128072,119124
128072,141252
128072,116201
128073,139705
128073,130001
128073,137335
128073,123323
128073,120531
128073,116567
128074,116395
128074,125928
128074,130273
128074,135333
128074,139470
128074,127777
128074,118520
128074,124719
128075,139531
128075,135545
128075,133231
128075,120190
128076,118884
128076,138821
128076,133274
128076,125188
128076,117675
128077,137600
128077,135128
128077,138102
128077,118124
128077,130369
128077,118303
128077,124458
128077,125316
128077,134350
128077,128182
128078,128537
128078,139155
128078,118507
128078,118783
128078,115991
128078,118697
128078,127064
128078,133743
128079,141731
128079,141469
128079,121165
128079,140682
128079,135070
128079,124337
128079,140997
128079,130919
128079,116414
128080,134892
128080,120038
128080,131396
128080,137897
128081,132689
128081,135050
128081,137260
128081,133383
128081,124208
128081,115784
128081,117125
128081,129339
128081,136691
128081,134257
128082,116441
128082,140376
128082,118924
128082,140463
128082,125248
128082,10
128082,135065
128082,134085
128082,134417
128082,130312
128083,125308
128083,128428
128083,124693
128083,138067
128083,127405
128083,117491
128083,121663
128083,129730
128084,133857
128084,127421
128084,127314
128084,122806
128084,120222
128084,116447
128085,129482
128085,136813
128085,130142
128085,137247
128085,122887
128085,116762
128085,128825
128085,127733
128085,136495
128086,131116
128086,124012
128086,124135
128086,124667
128086,122807
128086,118151
128086,123095
128087,134941
128087,123484
128087,120878
128087,136270
128087,128264
128087,118662
128087,131114
128087,123943
128088,133400
128088,130482
128088,123429
128088,140109
128088,132487
128088,135001
128089,119412
128089,137900
128089,116096
128089,134354
128089,137224
128089,137652
128089,128383
128089,117430
128089,117094
128089,116832
128090,135913
128090,135169
128090,122147
128090,121854
128090,141878
128090,123883
128090,121017
128090,131910
128090,124802
128091,129051
128091,129801
128091,117720
128091,130058
128091,141930
128091,135103
128091,132170
128091,132049
128091,117137
128091,131740
128092,127562
128092,129833
128092,127163
128092,116302
128092,137245
128092,119241
128092,122561
128092,139880
128093,133406
128093,126737
128093,132372
128093,124376
128093,123142
128094,133976
128094,116204
128094,132840
128094,134554
128094,136685
128095,119367
128095,115871
128095,119352
128095,141942
128095,124336
128095,130395
128095,120437
128095,125374
128095,118384
128095,136147
128096,120243
128096,139953
128096,135867
128096,140745
128096,124004
128096,119883
128096,134657
128096,125686
128097,136973
128097,123479
128097,136789
128097,133908
128097,131301
128097,126246
128097,139703
128097,132762
128098,124910
128098,135496
128098,132768
128098,141219
128098,122718
128099,138253
128099,131095
128099,122974
128099,135209
128099,131868
128099,119451
128099,141847
128100,131439
128100,115938
128100,140366
128100,137109
128100,117659
128101,117498
128101,129824
128101,124723
128101,126470
128101,141305
128101,118167
128101,129331
128102,125578
128102,137380
128102,132408
128102,131991
128102,141038
128102,137424
128102,133901
128102,125832
128102,130419
128102,127205
128103,120918
128103,126214
128103,116845
